,total,Taxonomy
Zotu116,13572,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Staphylococcales(100.00000000000001);Staphylococcaceae(100.00000000000001);Staphylococcus(100.00000000000001);Staphylococcus lugdunensis(90.00000000000001)
Zotu1161,267,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Negativicoccus(100.0);Negativicoccus succinicivorans(99.19999999999999)
Zotu1162,179,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Veillonella(100.0);uncultured bacterium(75.25012229956695)
Zotu1164,126,Bacteria(100.00000000000001);Patescibacteria(100.00000000000001);Saccharimonadia(100.00000000000001);Saccharimonadales(100.00000000000001);uncultured bacterium(73.94047619047619);unidentified(100.00000000000001);unidentified(100.00000000000001)
Zotu1167,189,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Alphaproteobacteria(100.00000000000001);Rhizobiales(100.00000000000001);Xanthobacteraceae(100.00000000000001);Afipia(81.58191214470295);Afipia genosp. 2(40.62428940568481)
Zotu1168,150,Bacteria(100.00000000000001);Patescibacteria(100.00000000000001);Saccharimonadia(100.00000000000001);Saccharimonadales(100.00000000000001);Saccharimonadaceae(100.00000000000001);uncultured bacterium(97.37142857142858);unidentified(100.00000000000001)
Zotu117,7910,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Anaerococcus(100.0);uncultured bacterium(95.79941298876338);unidentified(100.0)
Zotu1171,200,Bacteria(100.00000000000004);Bacteroidota(100.00000000000004);Bacteroidia(100.00000000000004);Flavobacteriales(100.00000000000004);Flavobacteriaceae(100.00000000000004);Aquimarina(100.00000000000004);Aquimarina sp. BL5(26.321678321678327)
Zotu1174,208,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);Prevotella corporis(77.83333333333334)
Zotu1176,211,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Micrococcales(100.00000000000001);Micrococcaceae(100.00000000000001);Micrococcus(100.00000000000001);Micrococcus luteus(28.000000000000004)
Zotu1178,153,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(63.59523809523812)
Zotu118,9269,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(99.19098928933275);uncultured bacterium(94.33692502532924)
Zotu1181,190,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Propionibacteriales(100.00000000000001);Propionibacteriaceae(100.00000000000001);Cutibacterium(100.00000000000001);Cutibacterium avidum 44067(45.36904761904761)
Zotu1184,230,Bacteria(99.99999999999997);Fusobacteriota(99.99999999999997);Fusobacteriia(99.99999999999997);Fusobacteriales(99.99999999999997);Leptotrichiaceae(99.99999999999997);Leptotrichia(99.99999999999997);uncultured bacterium(84.27568950657184)
Zotu1185,179,Bacteria(99.99999999999999);Patescibacteria(99.99999999999999);Saccharimonadia(99.99999999999999);Saccharimonadales(99.99999999999999);Saccharimonadaceae(99.99999999999999);uncultured bacterium(96.13333333333333);unidentified(99.99999999999999)
Zotu1186,170,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Prevotella(100.00000000000001);uncultured bacterium(78.19127505092196)
Zotu1188,164,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Porphyromonadaceae(100.0);Porphyromonas(100.0);uncultured bacterium(64.58055555555556)
Zotu119,8886,Bacteria(100.00000000000001);Fusobacteriota(100.00000000000001);Fusobacteriia(100.00000000000001);Fusobacteriales(100.00000000000001);Fusobacteriaceae(100.00000000000001);Fusobacterium(100.00000000000001);Fusobacterium periodonticum(82.00000000000001)
Zotu1190,147,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Megasphaera(86.58333333333333);Megasphaera micronuciformis(83.5)
Zotu1194,183,Bacteria(100.0);Fusobacteriota(100.0);Fusobacteriia(100.0);Fusobacteriales(100.0);Leptotrichiaceae(100.0);Leptotrichia(100.0);uncultured bacterium(64.45830389510729)
Zotu1196,208,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Streptococcaceae(100.00000000000001);Streptococcus(100.00000000000001);Streptococcus dysgalactiae subsp. equisimilis(28.000000000000004)
Zotu1197,138,Bacteria(100.00000000000003);Actinobacteriota(100.00000000000003);Actinobacteria(100.00000000000003);Actinomycetales(100.00000000000003);Actinomycetaceae(100.00000000000003);Actinomyces(100.00000000000003);Schaalia odontolytica(33.326190476190476)
Zotu1198,243,Bacteria(100.00000000000003);Actinobacteriota(100.00000000000003);Actinobacteria(100.00000000000003);Actinomycetales(100.00000000000003);Actinomycetaceae(100.00000000000003);Actinomyces(100.00000000000003);uncultured bacterium(79.94040363418308)
Zotu1199,169,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Turicella(99.99999999999999);uncultured bacterium(65.89285714285712)
Zotu12,163332,Bacteria(100.00000000000003);Proteobacteria(100.00000000000003);Gammaproteobacteria(100.00000000000003);Pseudomonadales(100.00000000000003);Moraxellaceae(100.00000000000003);Moraxella(72.206394557823);uncultured bacterium(76.40938775510196)
Zotu120,7895,Bacteria(99.99999999999997);Actinobacteriota(99.99999999999997);Actinobacteria(99.99999999999997);Micrococcales(99.99999999999997);Micrococcaceae(99.99999999999997);Rothia(99.99999999999997);uncultured bacterium(60.17658567569486)
Zotu1200,165,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Porphyromonadaceae(100.00000000000001);Porphyromonas(100.00000000000001);uncultured bacterium(72.50050505050505)
Zotu1201,334,Bacteria(99.99999999999994);Actinobacteriota(99.99999999999994);Actinobacteria(99.99999999999994);Corynebacteriales(99.99999999999994);Corynebacteriaceae(99.99999999999994);Corynebacterium(99.99999999999994);uncultured bacterium(96.60979093806344)
Zotu1202,169,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Prevotella(100.00000000000001);uncultured bacterium(97.80000000000001)
Zotu1204,134,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);Neisseria(78.66666666666667);uncultured bacterium(100.0)
Zotu1205,142,Bacteria(99.99999999999989);Campilobacterota(99.99999999999989);Campylobacteria(99.99999999999989);Campylobacterales(99.99999999999989);Campylobacteraceae(99.99999999999989);Campylobacter(99.99999999999989);Campylobacter concisus(72.57754910981686)
Zotu1206,784,Bacteria(99.99999999999953);Actinobacteriota(99.99999999999953);Actinobacteria(99.99999999999953);Corynebacteriales(99.99999999999953);Corynebacteriaceae(99.99999999999953);Corynebacterium(99.99999999999953);uncultured bacterium(97.23511330438461)
Zotu1207,114,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Clostridia(100.00000000000001);Clostridia UCG-014(100.00000000000001);uncultured bacterium(100.00000000000001);unidentified(100.00000000000001);unidentified(100.00000000000001)
Zotu1208,127,Bacteria(100.00000000000001);Patescibacteria(100.00000000000001);Saccharimonadia(100.00000000000001);Saccharimonadales(100.00000000000001);Saccharimonadaceae(100.00000000000001);uncultured bacterium(99.55909090909093);unidentified(100.00000000000001)
Zotu121,8925,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Alteromonadales(99.99999999999999);Alteromonadaceae(99.99999999999999);Alteromonas(77.10720390720388);uncultured bacterium(37.452297702297706)
Zotu1210,148,Bacteria(99.99999999999997);Fusobacteriota(99.99999999999997);Fusobacteriia(99.99999999999997);Fusobacteriales(99.99999999999997);Leptotrichiaceae(99.99999999999997);Leptotrichia(99.99999999999997);uncultured bacterium(99.55047619047618)
Zotu1212,140,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Turicella(100.0);uncultured bacterium(65.48214285714286)
Zotu1214,142,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Actinomycetales(100.0);Actinomycetaceae(100.0);Actinomyces(100.0);Schaalia odontolytica(36.64253246753246)
Zotu1215,163,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Anaerococcus(100.0);uncultured bacterium(79.33404993276898);unidentified(100.0)
Zotu1216,204,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptococcales(100.0);Peptococcaceae(100.0);Peptococcus(100.0);uncultured bacterium(99.5)
Zotu1219,166,Bacteria(100.0);Fusobacteriota(100.0);Fusobacteriia(100.0);Fusobacteriales(100.0);Leptotrichiaceae(100.0);Leptotrichia(100.0);Leptotrichia sp. oral clone FP036(90.5)
Zotu122,7896,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Streptococcaceae(100.00000000000001);Streptococcus(100.00000000000001);Streptococcus sp. JS71(28.12957132470511)
Zotu1220,153,Bacteria(100.00000000000018);Fusobacteriota(100.00000000000018);Fusobacteriia(100.00000000000018);Fusobacteriales(100.00000000000018);Leptotrichiaceae(100.00000000000018);Leptotrichia(100.00000000000018);uncultured bacterium(72.05202492912493)
Zotu1221,162,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Lactobacillales(100.0);Lactobacillaceae(100.0);Lactobacillus(100.0);uncultured bacterium(23.083730158730166)
Zotu1222,144,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Erysipelotrichales(100.0);Erysipelotrichaceae(100.0);Solobacterium(95.35);uncultured organism(65.92499999999998)
Zotu1223,134,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(99.72450980392156)
Zotu1225,156,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(80.19625895768756)
Zotu1226,163,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Actinobacillus(89.54484126984127);Haemophilus parahaemolyticus(49.01071428571428)
Zotu1228,140,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(64.57539682539684)
Zotu123,1481,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Oceanospirillales(100.0);Halomonadaceae(100.0);Halomonas(100.0);Halomonas stevensii S18214(26.215258171779908)
Zotu1230,122,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Micrococcales(100.00000000000001);Dermacoccaceae(100.00000000000001);Kytococcus(100.00000000000001);Kytococcus sedentarius DSM 20547(31.194444444444443)
Zotu1231,136,Bacteria(100.00000000000001);Cyanobacteria(100.00000000000001);Cyanobacteriia(100.00000000000001);Chloroplast(100.00000000000001);Lolium perenne(15.297375039289252);unidentified(100.00000000000001);unidentified(100.00000000000001)
Zotu1232,175,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Streptococcaceae(100.00000000000001);Lactococcus(100.00000000000001);Lactococcus lactis(76.00000000000001)
Zotu1234,152,Bacteria(100.00000000000007);Firmicutes(100.00000000000007);Negativicutes(100.00000000000007);Veillonellales-Selenomonadales(100.00000000000007);Veillonellaceae(100.00000000000007);Veillonella(100.00000000000007);uncultured bacterium(38.90852179230447)
Zotu1235,180,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Clostridia(100.00000000000001);Peptostreptococcales-Tissierellales(100.00000000000001);Anaerococcus(100.00000000000001);uncultured bacterium(79.30155309259533);unidentified(100.00000000000001)
Zotu1236,142,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Paludibacteraceae(99.99999999999999);F0058(99.99999999999999);uncultured bacterium(66.54842339033513)
Zotu1237,174,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Negativicoccus(100.0);Negativicoccus succinicivorans(100.0)
Zotu1238,139,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);uncultured bacterium(51.96067266067266)
Zotu124,8572,Bacteria(100.00000000000001);Fusobacteriota(100.00000000000001);Fusobacteriia(100.00000000000001);Fusobacteriales(100.00000000000001);Fusobacteriaceae(100.00000000000001);Fusobacterium(100.00000000000001);Fusobacterium periodonticum(82.00000000000001)
Zotu1240,276,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(48.738811188811205)
Zotu1241,170,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Alloprevotella(100.0);uncultured bacterium(50.5)
Zotu1242,104,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Comamonadaceae(100.0);uncultured(95.21428571428572);uncultured bacterium(94.02380952380952)
Zotu1243,167,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Actinomycetales(100.0);Actinomycetaceae(100.0);Actinomyces(100.0);uncultured bacterium(93.63333333333334)
Zotu1244,148,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Megasphaera(81.91666666666667);Megasphaera micronuciformis(79.16666666666667)
Zotu1247,297,Bacteria(99.99999999999994);Actinobacteriota(99.99999999999994);Actinobacteria(99.99999999999994);Corynebacteriales(99.99999999999994);Corynebacteriaceae(99.99999999999994);Corynebacterium(99.99999999999994);uncultured bacterium(96.14553457974007)
Zotu1248,145,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Micrococcales(99.99999999999999);Micrococcaceae(99.99999999999999);Rothia(99.99999999999999);uncultured bacterium(40.13571428571428)
Zotu125,8039,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Bacilli(99.99999999999999);Lactobacillales(99.99999999999999);Streptococcaceae(99.99999999999999);Streptococcus(99.99999999999999);Streptococcus sp. JS71(27.595818078174915)
Zotu1250,142,Bacteria(100.00000000000004);Bacteroidota(100.00000000000004);Bacteroidia(100.00000000000004);Flavobacteriales(100.00000000000004);Weeksellaceae(100.00000000000004);Cloacibacterium(98.79109350302491);uncultured bacterium(86.60884883761273)
Zotu1253,172,Bacteria(100.00000000000004);Bacteroidota(100.00000000000004);Bacteroidia(100.00000000000004);Flavobacteriales(100.00000000000004);Flavobacteriaceae(100.00000000000004);Aquimarina(100.00000000000004);Aquimarina sp. BL5(26.363636363636374)
Zotu1257,116,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Corynebacterium(99.99999999999999);uncultured bacterium(89.3738761238761)
Zotu1258,192,Bacteria(100.00000000000003);Firmicutes(100.00000000000003);Negativicutes(100.00000000000003);Veillonellales-Selenomonadales(100.00000000000003);Veillonellaceae(100.00000000000003);Dialister(100.00000000000003);uncultured organism(45.82380952380953)
Zotu1260,151,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);Prevotella sp.(50.583333333333336)
Zotu1262,132,Bacteria(100.0);Bdellovibrionota(100.0);Bdellovibrionia(100.0);Bdellovibrionales(100.0);Bdellovibrionaceae(100.0);Bdellovibrio(100.0);uncultured delta proteobacterium(100.0)
Zotu1263,208,Bacteria(100.00000000000011);Actinobacteriota(100.00000000000011);Actinobacteria(100.00000000000011);Micrococcales(100.00000000000011);Intrasporangiaceae(100.00000000000011);Janibacter(62.68967595197267);uncultured bacterium(9.151033544102818)
Zotu1264,125,Bacteria(100.00000000000001);Campilobacterota(100.00000000000001);Campylobacteria(100.00000000000001);Campylobacterales(100.00000000000001);Campylobacteraceae(100.00000000000001);Campylobacter(100.00000000000001);Campylobacter concisus(72.8815851236826)
Zotu1265,130,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(100.0)
Zotu1268,142,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Actinomycetales(100.0);Actinomycetaceae(100.0);Actinomyces(100.0);uncultured bacterium(96.93333333333334)
Zotu127,8199,Bacteria(100.00000000000004);Bacteroidota(100.00000000000004);Bacteroidia(100.00000000000004);Bacteroidales(100.00000000000004);Prevotellaceae(100.00000000000004);Prevotella(100.00000000000004);uncultured bacterium(60.34976929529097)
Zotu1270,152,Bacteria(100.00000000000001);Fusobacteriota(100.00000000000001);Fusobacteriia(100.00000000000001);Fusobacteriales(100.00000000000001);Leptotrichiaceae(100.00000000000001);Leptotrichia(100.00000000000001);uncultured bacterium(73.45114286821448)
